,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265
291,2022-10-19,1,0,3,58,0,0,52,0,0,37,0,33,815,4,1,1,11,5,2,2,3,4,2,350,42,5,0,6,5,0,1,0,71,2,6,0,3,3,8,14,257,82,1847,0,113,0,3,3258,12,744,4,37,2,1,4,3,0,0,0,2,13,7,0,1,91,24,1,2916,2,392,4,4,1,258,731,6,1,2,2320,4,0,9,2,0,0,1,741,377,5,1985,7,6,9,3,9,0,42,0,0,1916,3,3,0,0,0,4,2681,2,0,0,0,12,1547,1165,0,87,2,1,4,0,0,2,1,0,606,1,7,0,16,10,3,5423,1,7,2,3,1316,3538,1,2718,2811,4183,1399,774,42,57,1,827,3,0,959,88,0,3,4,0,5,820,1,2,5728,4654,3920,2818,3,694,3,5,2,3747,0,0,2,0,1,0,1,1,13,0,44,0,2,0,2,3932,0,7,10,2,2,2,18,3,2,6,13,1,0,3,1,0,1,0,8,1,5,0,189,2,749,1,6,1,9,19,3,9,13,3,0,4,25,125,4,67,1,4,2669,4048,1876,93,1649,3459,4,5722,6694,2534,3233,0,2,3,7,97,0,1863,7,0,2176,2,0,1,0,5,27,27,1,0,1,24,646,1528,2209,1504,11
292,2022-10-20,2,0,2,59,0,0,48,0,1,38,1,32,774,6,0,2,11,5,1,0,0,0,2,372,58,4,0,8,0,0,0,2,56,3,2,2,4,3,8,21,270,82,2196,2,141,0,2,3327,9,751,5,32,0,2,2,6,0,0,0,0,12,1,3,0,88,25,1,2908,5,419,2,5,0,225,740,9,1,1,2598,10,2,15,1,0,3,5,864,374,3,1975,3,5,17,0,13,1,41,1,0,1873,1,1,0,0,0,1,2803,2,0,0,0,12,1592,1327,0,91,5,0,3,0,2,4,1,2,600,0,1,0,14,17,3,5457,3,12,8,3,1406,3713,6,2560,2965,4215,1388,831,53,62,0,957,5,0,1049,82,0,6,1,0,8,851,3,5,5672,4466,3898,2751,4,754,0,3,2,3845,1,0,1,1,0,0,4,3,13,0,22,1,0,0,3,3954,0,5,6,0,6,1,19,3,2,9,8,2,0,3,0,2,5,0,5,0,2,0,229,3,778,3,5,1,15,22,3,3,6,3,0,4,19,153,5,74,1,5,2636,3922,1874,92,1661,3493,4,5986,6940,2443,3117,1,2,1,12,81,0,1884,5,2,2366,1,0,1,0,6,31,28,2,2,1,14,644,1653,2313,1590,18
293,2022-10-21,2,0,3,115,0,0,44,0,1,36,1,33,651,0,0,3,0,1,1,0,0,2,2,369,57,0,0,14,1,0,1,2,55,1,4,1,5,4,6,11,343,114,2205,1,175,0,4,3284,9,768,4,23,2,2,1,8,1,0,0,0,13,3,2,0,117,26,3,2741,4,499,6,1,0,303,717,4,2,5,3295,16,0,12,2,0,0,4,709,304,5,1977,12,5,22,2,16,1,56,2,0,1775,0,1,0,0,0,4,2969,3,0,0,0,19,1645,1566,0,96,7,0,7,0,2,2,1,1,586,0,4,3,19,12,3,5847,2,17,5,3,1431,3516,4,2307,2948,3959,1436,968,41,49,1,1199,5,2,1122,90,2,3,3,0,7,1059,6,3,4986,3718,3471,2752,1,756,3,13,4,3553,0,0,0,1,1,0,3,1,13,4,38,2,2,0,3,3616,0,9,7,2,3,2,19,4,3,10,9,1,0,1,0,3,6,0,3,0,6,2,236,0,906,4,10,0,15,17,1,8,9,6,0,1,26,156,3,64,2,1,2521,3561,1710,105,1511,3258,6,5315,5822,2532,3375,0,2,7,8,76,0,1367,4,0,2800,2,0,1,1,7,38,37,1,2,2,18,599,1626,2576,1549,9
294,2022-10-22,2,0,1,245,0,0,71,0,0,28,1,70,622,4,1,1,6,1,0,1,1,4,0,357,52,1,0,5,1,0,2,1,71,8,0,8,6,1,5,16,351,89,2106,2,205,0,3,3634,11,1010,1,23,2,5,4,6,0,0,0,0,6,1,3,1,119,44,0,3186,3,328,2,4,0,324,607,6,0,2,5146,14,0,11,3,0,0,2,766,366,13,2324,2,1,18,0,3,0,61,0,0,1622,3,0,0,0,0,2,3382,1,0,0,0,33,1873,2013,0,112,0,0,8,0,0,0,2,0,686,0,16,1,23,19,1,5132,2,2,3,0,1352,2076,1,1519,3071,4186,1274,1326,61,110,0,2073,0,1,1159,69,2,3,2,1,11,1350,2,2,3919,2978,3003,2942,0,627,2,10,3,3262,1,0,1,2,1,0,6,0,27,0,44,1,2,0,2,3026,0,17,11,4,1,0,19,9,20,4,3,2,0,0,1,6,0,0,3,0,0,3,336,3,1197,0,4,0,13,16,1,4,5,2,0,2,14,185,5,68,1,6,2356,3284,1818,182,1388,3251,5,3962,4735,2264,3513,1,3,1,19,74,0,2046,12,2,3500,2,0,3,0,2,86,41,2,0,3,21,738,1301,2859,1379,12
295,2022-10-23,2,0,0,173,0,1,65,0,0,45,0,41,373,1,0,1,6,1,1,0,2,2,2,301,36,3,0,6,1,0,0,0,41,1,3,5,6,1,4,5,244,71,1523,2,141,0,2,3345,9,807,1,19,0,1,1,5,0,1,0,1,7,0,2,0,57,19,0,2595,4,399,3,2,1,281,523,4,3,1,3624,26,0,13,1,0,1,0,547,212,4,1752,2,0,11,1,4,0,32,0,0,1404,1,1,0,0,0,5,2333,1,0,0,0,39,1278,1524,0,100,1,0,2,0,1,1,2,0,555,5,3,0,25,8,0,6201,0,9,4,0,1091,3311,1,1260,2351,2853,1049,959,49,64,2,1658,0,1,828,73,1,1,4,0,6,845,3,0,3059,2496,2563,2291,1,514,0,7,0,2379,1,0,0,0,0,0,7,1,13,0,24,0,0,0,0,3449,0,4,5,1,1,0,19,9,3,4,2,2,0,0,1,5,0,0,4,0,0,0,204,2,904,0,2,1,12,12,5,3,10,1,0,4,33,143,3,79,2,2,1816,3421,1384,131,1059,2344,1,3066,3504,1771,2891,0,2,4,16,50,0,1520,11,1,2561,2,0,2,0,2,63,41,2,0,2,30,561,1075,2187,1396,15
296,2022-10-24,2,0,4,40,0,1,32,0,1,34,0,35,579,3,1,2,6,2,0,0,2,1,2,315,33,1,0,4,1,0,0,0,37,0,2,0,3,5,3,18,240,59,1818,1,104,1,1,2543,4,643,1,27,0,0,5,2,0,0,0,1,7,2,1,0,66,8,3,2309,5,448,5,2,1,237,630,11,1,3,1594,2,3,12,4,0,2,2,489,246,11,1519,4,3,15,2,8,0,20,2,0,1746,0,1,0,0,0,2,2019,5,0,0,0,6,1231,879,0,78,3,0,3,0,1,1,0,1,486,0,4,0,14,16,3,5547,1,4,1,1,1163,3661,3,2485,2640,3557,1184,618,48,57,1,500,0,0,878,88,0,2,3,1,7,590,2,3,5019,3942,3113,2198,1,641,1,6,1,3289,0,0,1,2,0,0,5,0,14,0,13,0,0,0,2,3911,0,9,4,1,5,3,16,3,0,5,6,1,0,3,1,1,4,0,3,0,4,2,127,4,528,1,6,1,16,9,2,3,8,2,0,4,23,92,5,81,1,1,2013,3496,1264,64,1329,2612,2,5177,5467,2173,2963,0,3,8,5,75,0,1354,13,0,1560,3,0,0,0,2,7,9,3,2,4,12,507,1287,2041,1381,10
297,2022-10-25,0,0,1,53,0,0,46,0,1,55,0,40,700,7,2,2,4,2,1,1,0,3,3,334,39,3,0,9,1,0,0,1,65,1,2,0,2,1,6,12,265,84,2203,0,131,0,3,2876,7,686,6,32,1,2,6,2,0,0,0,0,4,4,1,1,88,26,1,2653,5,295,1,4,0,217,666,9,0,2,1852,5,2,16,5,0,1,4,566,351,8,1650,3,2,11,1,12,0,31,1,0,1873,2,1,0,0,0,5,2403,3,1,0,0,7,1538,1081,0,95,3,0,6,0,2,1,1,2,582,3,3,0,13,21,4,5925,1,10,5,3,1238,2774,3,2636,2838,3966,1331,655,44,50,0,563,1,1,909,96,0,0,2,0,11,647,1,1,6013,4509,3766,2734,5,655,2,6,0,3674,1,0,1,1,0,0,4,1,16,2,17,3,1,0,2,3758,0,8,8,1,6,4,12,5,43,5,15,1,0,2,1,4,4,0,6,0,4,2,154,1,685,2,10,1,17,15,5,5,7,3,0,5,18,135,1,76,2,0,2434,3700,1707,64,1494,3087,6,5715,6766,2338,3172,0,1,4,6,81,0,1709,8,2,1846,1,0,0,0,5,14,10,1,1,3,24,590,1569,2063,1471,7
298,2022-10-26,2,0,0,52,0,0,42,0,0,46,0,46,749,5,2,2,8,2,2,1,3,3,5,344,32,3,0,5,0,0,1,1,64,1,3,0,3,2,12,14,244,77,1975,1,131,0,2,3121,8,923,3,23,1,0,5,7,0,0,0,1,15,5,2,1,73,26,1,2656,5,491,2,4,0,270,724,4,0,4,2246,8,1,10,6,0,4,4,672,325,6,1920,3,5,17,0,11,0,41,1,0,1910,0,3,0,0,0,4,2661,5,0,0,0,6,1562,1173,0,89,2,0,5,0,4,1,3,2,668,1,8,0,20,10,3,5672,0,6,4,0,1234,3588,2,2624,2909,4464,1401,733,37,53,1,681,0,1,948,83,0,0,2,0,5,833,2,0,5900,4514,3910,2781,8,753,3,12,3,3725,1,0,1,5,2,0,4,1,12,2,18,5,1,0,1,3903,0,4,8,0,3,1,19,6,1,10,7,0,0,0,0,1,2,0,4,0,2,2,199,3,715,1,5,0,19,15,4,7,11,4,0,3,21,129,6,88,1,1,2589,3789,1901,80,1666,3301,2,5839,6708,2386,3326,0,4,2,8,85,0,1711,6,0,2039,1,0,2,0,9,25,21,0,2,2,22,651,1537,2150,1466,21
299,2022-10-27,0,0,1,62,0,0,54,0,1,48,1,38,798,4,0,0,6,1,2,1,1,1,2,321,36,2,0,3,3,0,0,1,73,4,3,3,8,7,8,12,258,79,2221,0,141,1,2,3262,13,847,8,37,2,0,2,5,1,0,0,0,9,4,1,0,109,22,0,2871,4,495,2,10,0,216,736,5,2,3,2459,13,3,14,5,0,1,3,898,375,7,2047,2,1,13,2,13,0,53,0,0,1891,1,3,0,0,0,5,2842,4,0,0,0,11,1577,1205,0,87,5,0,2,0,4,2,1,2,718,2,1,1,19,21,1,5535,1,7,2,2,1400,3616,5,2663,3045,4399,1371,887,53,58,1,908,2,1,968,93,0,0,4,0,8,985,1,2,5425,4373,3957,2766,4,698,0,10,1,3823,0,0,1,3,0,0,4,1,21,3,36,3,1,0,0,3644,0,5,17,1,5,1,16,3,1,6,9,2,0,1,0,3,1,0,4,0,3,1,227,4,797,3,5,1,8,12,2,6,15,3,0,6,18,138,7,90,1,2,2634,3841,1944,109,1691,3368,8,5856,6740,2442,3297,1,4,6,11,80,0,2091,6,1,2295,1,0,2,2,3,21,12,0,4,0,27,644,1654,2327,1652,10
300,2022-10-28,2,0,2,147,0,1,59,0,0,40,0,31,666,4,1,1,3,4,2,0,1,4,1,426,40,2,0,4,2,0,0,0,61,2,4,3,4,2,6,16,365,109,2278,1,166,1,0,3352,7,826,7,24,1,1,0,6,0,0,0,0,8,3,2,3,101,43,3,2798,9,478,4,3,0,267,813,4,1,1,3205,17,2,12,5,0,2,3,778,340,5,2137,8,6,9,0,13,0,55,0,0,1705,1,1,0,0,0,4,3030,4,1,0,0,25,1576,1465,0,97,3,0,3,0,7,1,1,3,616,0,2,0,24,13,4,5418,1,12,3,2,1603,3330,3,2474,3098,4332,1465,1063,56,51,2,1308,3,2,1163,114,2,1,0,0,4,984,8,1,4690,3683,3299,2724,2,672,0,12,4,3383,0,0,0,3,0,0,4,1,31,0,30,1,1,0,2,3394,0,5,8,4,3,0,20,5,1,6,4,1,0,0,2,0,6,0,4,0,5,1,227,5,884,1,4,2,23,8,2,12,14,4,0,4,17,176,4,73,1,2,2586,3358,1771,132,1759,3342,8,5768,5951,2804,3781,0,2,13,15,90,0,1678,4,4,2630,2,0,0,0,4,39,30,2,1,2,20,597,1830,2741,1651,14
301,2022-10-29,1,0,1,254,0,0,70,3,0,27,0,53,602,2,1,0,12,1,1,0,1,1,0,362,72,1,0,3,0,0,0,0,79,10,0,15,18,0,4,16,387,104,2041,2,171,1,0,3772,11,1215,3,30,0,5,0,1,0,0,0,1,9,3,4,0,101,45,1,3139,3,281,2,8,0,301,657,12,3,5,4647,28,2,13,7,0,1,3,922,323,9,2444,5,1,12,1,3,0,69,1,0,1304,0,0,0,0,0,7,3406,2,0,0,0,37,1779,1645,0,90,2,0,3,0,1,0,2,0,678,0,7,0,14,16,0,4981,2,4,1,1,1585,1773,1,1687,3333,4109,1298,1197,65,119,1,1757,0,1,1114,94,0,1,1,0,5,1016,2,2,3460,2798,2660,2591,5,525,2,9,0,3432,1,0,0,1,0,0,9,0,18,1,48,2,0,0,0,2887,0,6,10,5,0,0,16,9,22,5,6,2,0,2,2,4,1,0,2,0,1,2,275,4,1013,1,5,0,13,13,2,2,9,3,0,0,24,220,5,69,0,11,2850,3136,1784,281,1590,3414,2,4230,4896,2415,3534,0,4,4,10,61,0,2075,7,0,2927,1,0,0,0,2,110,55,1,2,1,14,734,1454,3067,1533,15
302,2022-10-30,2,0,0,200,1,0,80,0,0,21,3,55,372,3,1,3,13,3,2,2,1,1,2,300,55,3,0,8,3,0,1,1,56,1,8,20,17,1,9,7,300,86,1733,3,136,1,2,3495,12,1053,3,14,1,1,3,6,1,0,0,1,15,6,1,0,91,43,0,2585,2,429,2,4,0,288,541,8,1,1,3433,27,3,9,6,0,4,2,679,218,3,1845,2,2,25,1,2,0,57,0,0,1396,0,2,0,0,0,2,2561,1,0,0,0,30,1290,1186,0,75,1,0,2,2,1,1,0,1,534,4,4,0,15,6,0,5738,4,4,7,2,1251,3094,0,1398,2608,3333,1027,985,59,77,0,1357,0,6,907,61,0,3,2,0,15,757,3,0,3000,2584,2515,2315,2,401,4,7,2,2786,0,0,2,1,0,0,9,0,22,1,33,3,0,0,2,3031,0,8,16,3,2,1,9,8,10,2,3,7,0,2,1,5,1,0,1,0,1,0,213,7,781,1,2,0,6,12,3,1,10,3,0,1,30,194,3,83,1,14,2159,2986,1401,251,1196,2484,5,3267,3697,1902,2922,0,6,2,19,54,0,1492,15,2,2155,2,0,1,0,6,77,97,2,0,1,17,556,1141,2553,1357,22
303,2022-10-31,0,0,0,42,0,0,33,2,1,27,0,28,502,6,2,1,7,1,0,0,0,3,4,308,34,2,0,7,3,1,0,1,41,1,1,1,4,3,3,11,281,84,1566,0,127,1,4,2410,5,610,6,17,0,0,3,10,0,0,0,0,8,4,4,0,50,27,0,2005,2,407,4,2,2,187,733,2,1,1,1731,13,2,10,3,0,1,4,433,203,10,1443,5,4,14,3,14,0,44,1,0,1545,4,1,0,0,0,4,1996,2,0,0,0,12,1283,829,0,79,3,2,4,1,3,0,0,3,398,0,2,0,12,18,4,5343,1,6,1,0,1166,2809,2,2473,2657,3074,1177,554,39,55,0,498,0,0,857,86,1,1,1,0,5,556,6,3,4284,3345,2669,1793,3,585,2,6,1,2718,0,0,3,2,0,0,3,0,17,1,26,2,0,0,1,3119,1,17,6,1,2,1,20,3,0,5,9,0,0,0,0,4,3,0,8,0,4,1,137,2,510,2,2,0,17,23,5,6,13,1,0,2,13,126,7,89,2,5,1936,2662,1128,69,1209,2327,6,5206,5058,2337,2999,0,0,3,9,66,0,1058,4,2,1487,1,0,0,0,6,13,9,1,1,2,18,421,1452,2042,1069,5
304,2022-11-01,0,0,4,48,0,1,51,0,0,39,2,37,757,4,0,0,5,1,2,1,1,0,2,313,29,2,0,5,1,0,0,1,58,2,10,4,3,0,5,14,264,77,1978,0,114,0,3,2853,10,709,6,26,1,2,5,8,0,0,0,0,12,4,2,0,88,21,0,2562,5,415,2,8,0,264,677,9,1,5,1982,16,4,10,12,0,1,3,567,287,8,1664,6,10,22,0,1,0,43,1,0,1864,1,1,0,0,0,3,2288,2,0,0,0,4,1399,1069,0,86,2,0,2,0,1,3,0,2,564,3,4,1,14,14,4,5322,0,10,3,1,1280,3366,3,2589,2790,3755,1351,679,28,49,0,783,3,1,960,91,1,2,1,0,11,778,3,2,5817,4300,3654,2514,5,617,2,17,4,3503,0,1,1,1,0,0,4,1,11,1,43,1,2,0,1,3687,0,12,5,2,2,2,14,3,2,7,13,0,0,1,1,2,3,0,6,0,4,2,167,1,655,0,6,1,15,13,0,7,13,3,0,7,21,93,5,81,0,3,2384,3416,1673,73,1398,3046,4,5387,6258,2280,2890,0,3,7,11,80,0,1522,4,2,2052,7,0,0,0,3,16,18,1,1,2,13,505,1393,2076,1571,9
305,2022-11-02,0,0,2,45,0,1,47,0,0,46,0,45,805,5,0,1,6,5,1,1,3,2,4,341,38,2,0,6,2,0,0,2,60,1,2,1,0,2,5,15,287,72,1973,0,111,0,3,2979,9,700,5,25,1,2,5,7,0,0,0,1,13,2,1,0,103,31,2,2612,5,463,2,4,0,214,735,7,3,3,1970,8,4,6,4,0,1,2,660,341,7,1810,3,6,14,0,7,0,40,1,0,1905,2,5,0,0,0,1,2634,3,0,0,0,12,1541,1181,0,88,4,0,5,0,2,0,1,0,634,2,3,0,15,15,4,4835,1,12,1,4,1337,3134,3,2654,2801,4414,1492,731,42,49,1,615,0,0,981,99,2,2,2,0,11,768,5,0,6089,4523,3804,2662,4,735,2,5,1,3641,2,0,2,4,1,0,8,0,13,1,19,4,0,0,2,3952,0,10,3,1,2,0,13,6,2,10,14,1,0,3,2,1,4,0,10,0,1,2,184,4,751,3,3,0,19,13,4,8,19,6,0,2,12,114,3,69,0,6,2554,3869,1889,80,1499,3201,5,5542,7041,2466,3295,0,4,4,12,98,0,1796,6,3,2035,2,0,2,0,5,18,8,2,1,1,18,638,1554,2125,1407,10
306,2022-11-03,0,0,1,58,0,0,47,0,2,48,0,41,792,5,3,1,4,2,1,1,0,1,4,312,39,1,0,3,2,0,0,3,67,2,0,0,6,3,7,14,258,86,2280,0,117,1,2,3166,10,760,8,31,1,2,9,10,0,0,0,1,11,3,0,0,75,25,2,2917,5,438,4,2,0,262,731,13,3,4,2351,7,1,13,7,0,4,2,659,360,7,1895,7,4,10,2,13,0,46,2,0,1844,0,1,0,0,0,2,2682,2,0,0,0,8,1451,1333,0,105,3,0,3,3,5,0,1,2,665,3,4,0,14,10,3,5311,1,10,6,4,1365,3529,2,2548,2947,4200,1385,849,45,55,1,864,2,1,1025,104,0,2,2,0,8,908,5,2,6002,4457,3864,2905,9,632,4,9,4,3863,1,0,2,5,1,0,4,1,20,1,14,2,1,0,2,3859,0,4,12,1,4,0,15,3,3,6,12,1,1,2,0,3,4,0,6,0,1,1,185,2,856,2,5,0,23,14,5,7,8,8,0,5,16,108,6,74,1,0,2660,3882,1877,93,1599,3359,4,5824,7321,2397,3291,1,2,4,8,70,0,2316,8,1,2269,2,0,0,0,9,14,21,1,3,2,20,609,1517,2235,1652,13
307,2022-11-04,6,0,2,107,0,0,57,2,1,44,1,38,704,2,0,0,7,1,0,1,1,0,1,347,39,1,0,5,1,0,0,1,58,1,8,4,5,6,8,16,338,90,2381,1,147,0,1,3363,11,804,4,22,1,0,3,6,0,0,0,1,14,2,4,1,101,23,1,3045,4,330,1,5,1,309,776,3,0,1,3004,11,0,14,5,0,2,1,720,321,10,1960,5,7,28,1,15,1,48,0,0,1699,2,3,0,0,0,4,2750,3,0,0,0,13,1588,1592,0,91,3,0,5,1,2,1,1,1,628,0,4,0,12,16,3,5340,4,15,8,2,1423,2934,2,2535,3171,4317,1407,1087,55,70,1,1160,2,1,1015,81,0,0,4,0,8,1084,7,3,5222,3971,3461,2690,6,623,2,9,3,3644,1,0,4,5,0,0,8,1,12,1,31,3,2,0,1,3615,0,6,6,2,1,0,13,6,4,2,6,3,0,3,2,4,2,0,11,0,2,3,212,3,909,1,2,1,20,17,0,6,11,5,0,3,29,151,4,74,1,4,2578,3574,1747,119,1524,3248,5,5591,6336,2482,3420,0,2,3,16,80,0,2414,10,1,2651,1,0,1,0,4,31,26,0,4,2,22,636,1678,2678,1517,11
308,2022-11-05,0,0,1,266,1,0,58,0,1,26,0,57,665,3,0,0,9,0,1,0,1,2,0,357,61,1,0,4,0,0,0,1,58,4,4,7,7,0,5,12,332,90,2292,1,192,0,2,3713,9,981,0,19,0,3,1,8,0,0,0,3,8,6,2,2,91,59,0,3292,4,326,4,1,0,324,707,8,0,0,4776,24,2,11,8,0,0,5,774,373,8,2237,2,3,40,1,3,1,46,0,0,1561,0,0,0,0,0,3,3253,2,1,0,0,29,1815,2183,0,87,0,0,2,0,1,2,2,2,816,0,7,0,21,17,0,5027,3,12,1,1,1443,2129,1,1815,3329,4290,1233,1464,34,63,1,2037,1,0,1097,83,0,0,2,0,14,1334,4,2,4113,3238,2992,2904,1,468,0,7,1,3243,0,0,3,1,2,0,4,0,11,0,32,0,0,0,1,2821,0,8,12,4,3,1,11,4,25,4,3,1,0,1,0,2,1,0,2,0,1,1,318,2,1229,0,2,0,10,12,2,0,4,2,0,2,15,191,7,80,3,6,2441,3100,1919,193,1458,3305,6,4580,5413,2234,3557,0,2,1,13,74,0,2791,6,0,3698,0,0,2,0,1,64,59,3,1,0,18,738,1468,2810,1435,16
309,2022-11-06,0,0,0,166,1,0,40,0,0,34,0,28,439,4,0,0,9,0,1,0,2,3,1,274,38,0,0,11,0,0,0,0,43,0,8,11,8,6,2,5,362,119,679,1,118,0,2,3276,17,856,2,17,0,1,0,2,0,0,0,0,10,2,1,1,69,36,0,2468,5,384,2,1,0,422,677,7,2,1,4003,28,2,9,2,0,2,0,600,251,8,1821,3,3,28,1,6,0,37,0,0,1368,0,1,0,0,0,4,2561,2,0,0,0,24,1355,1777,0,84,1,0,3,0,2,0,0,2,580,1,4,0,32,17,1,5811,0,9,4,2,1204,3137,2,992,2506,1952,1123,1043,56,33,0,1780,0,0,830,70,0,1,0,0,5,1033,8,1,2832,2691,2162,2346,2,433,2,18,5,2678,1,0,0,1,0,0,4,0,13,0,29,1,0,0,0,2934,0,5,8,1,1,0,9,4,2,7,0,0,0,1,2,2,0,0,0,0,3,1,182,4,984,0,1,0,9,11,5,4,9,0,0,4,25,134,3,62,0,2,2161,2916,1410,181,1202,2460,3,3050,3321,1703,2540,1,4,2,12,66,0,1494,8,4,2954,2,0,2,0,2,71,57,0,1,3,25,541,667,2297,1402,24
310,2022-11-07,0,0,2,32,0,0,44,1,1,67,1,40,584,7,1,1,4,3,2,1,4,0,3,286,28,5,0,7,4,0,0,0,37,2,7,1,0,4,13,15,202,58,2053,1,106,0,2,2545,9,620,5,14,2,1,5,8,0,0,0,1,10,5,2,1,50,18,2,2234,5,548,3,5,0,213,632,12,1,2,1588,8,2,12,5,0,0,3,566,297,4,1458,2,4,20,0,8,0,28,1,0,1645,0,4,0,0,0,3,2003,2,0,0,0,6,1263,976,0,64,2,0,3,0,0,2,1,4,486,2,2,0,10,13,8,5900,2,10,5,0,1115,3733,1,2444,2645,3772,1165,673,48,43,2,559,1,2,857,65,1,2,4,1,14,639,3,2,5294,3933,3259,2439,4,464,4,3,1,3248,1,0,0,4,1,0,3,0,16,2,16,0,0,0,2,3487,0,3,5,2,5,0,18,5,1,0,14,1,0,1,1,1,4,0,11,1,3,4,142,5,603,3,5,0,17,16,4,6,11,3,0,3,15,109,7,78,1,2,2117,3530,1342,71,1363,2668,3,4996,5673,2170,2997,0,1,3,10,69,0,1234,5,0,1623,1,0,0,1,4,11,15,0,0,2,23,549,1420,2026,1533,13
311,2022-11-08,1,0,0,48,1,0,36,1,0,56,2,32,619,6,1,1,6,1,1,2,0,2,3,300,29,3,0,9,2,0,0,0,43,1,6,3,1,5,3,15,218,54,1941,1,91,1,4,2816,4,684,1,28,1,1,4,4,0,0,0,1,8,3,3,1,49,12,2,2538,4,490,2,5,1,208,682,7,2,4,2030,6,1,10,5,0,0,5,580,284,12,1683,4,5,13,2,9,0,35,2,0,1869,1,2,0,0,0,4,2443,3,0,0,0,8,1391,1181,0,59,3,0,8,0,1,1,0,2,531,2,1,0,16,16,3,4752,1,9,2,3,1204,3256,1,2786,2920,3991,1294,728,35,45,1,559,4,1,884,66,1,1,3,0,9,645,2,2,6159,4648,3660,2610,5,514,1,7,4,3678,1,0,0,2,0,0,1,0,10,0,15,8,0,0,3,3877,0,10,7,1,5,0,13,1,2,4,11,0,0,1,1,1,3,0,2,0,2,3,161,5,700,1,2,1,20,9,2,7,8,0,0,5,19,105,11,59,0,5,2464,3730,1600,66,1448,2960,3,5747,6538,2366,3062,0,3,7,12,52,0,1433,7,4,1915,0,0,2,0,7,14,13,2,3,2,20,491,1638,2199,1579,11
312,2022-11-09,0,0,1,48,0,1,36,1,1,28,1,34,748,5,1,2,6,2,1,2,0,1,2,348,43,2,1,6,3,0,0,2,60,3,3,2,3,1,4,17,253,68,2008,0,129,1,2,3086,8,733,11,32,2,1,6,11,0,0,0,0,12,1,1,0,74,18,2,2654,1,476,3,7,0,194,674,15,1,2,2251,9,3,13,1,0,0,1,652,344,11,1947,5,5,15,1,10,0,54,1,0,1990,1,1,0,0,0,3,2586,2,0,0,0,7,1560,1152,0,90,1,1,6,2,1,0,2,3,592,2,3,1,13,11,3,4862,2,8,0,0,1331,3256,0,2805,2984,4408,1493,745,33,48,2,729,1,1,1036,86,1,2,5,0,11,865,1,1,5982,4894,3918,2691,5,835,0,6,3,3814,1,0,0,2,2,0,8,1,14,1,39,3,2,0,0,3933,0,7,7,2,3,0,19,6,0,3,9,4,0,3,0,1,5,0,4,0,3,3,200,0,713,1,7,1,7,14,9,7,12,4,0,1,17,119,6,74,1,2,2648,3801,1803,87,1616,3402,7,5921,6839,2609,3404,0,1,0,15,77,0,1549,5,1,2067,2,0,1,0,4,16,22,1,2,3,18,546,1647,2263,1329,12
313,2022-11-10,1,0,1,69,1,1,39,1,1,44,1,34,794,4,1,3,10,1,2,1,2,0,2,335,40,4,0,5,1,0,0,2,49,0,2,2,3,2,8,17,270,83,2230,1,122,1,1,3208,4,736,4,27,1,1,2,6,0,0,0,0,17,2,2,0,85,30,0,2966,4,485,4,7,0,249,786,6,1,3,2495,6,2,14,4,0,2,3,738,366,6,1966,5,6,16,0,10,0,35,0,0,1883,3,1,0,0,0,5,2898,2,0,0,0,10,1569,1346,0,80,2,1,6,0,6,0,1,4,621,0,8,0,17,7,5,5195,1,8,2,2,1476,3469,5,2618,3095,4368,1342,828,49,53,1,892,1,1,1020,73,1,2,1,0,5,936,6,2,5676,4544,3861,2728,3,684,4,11,4,3835,2,0,0,1,0,0,3,1,19,1,25,2,0,0,0,4016,0,3,3,0,5,0,17,4,1,5,7,3,0,2,0,6,4,0,4,0,3,1,200,4,873,1,7,1,12,20,5,11,8,1,0,3,22,150,9,86,0,1,2712,3636,2029,103,1739,3213,4,6049,7441,2490,3437,1,4,8,11,76,0,1824,6,1,2176,2,0,1,0,3,31,22,2,3,2,17,535,1686,2448,1503,11
