,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
705,"New York City, USA",2022-01-30T09:00:00,14.8,5.3,1.3,54.35,0.0,0,0.0,7.41,6.5,271,1016.3,13.4,9.9,121,0.4,1
706,"New York City, USA",2022-01-30T10:00:00,16.6,4.0,1.5,50.9,0.0,0,0.0,7.39,11.0,285,1016.4,13.4,9.9,342,1.2,3
707,"New York City, USA",2022-01-30T11:00:00,19.4,6.5,2.3,46.71,0.0,0,0.0,7.37,12.8,278,1016.9,7.2,9.9,530,1.9,5
708,"New York City, USA",2022-01-30T12:00:00,20.8,9.7,2.8,45.05,0.0,0,0.0,7.35,10.2,281,1016.2,7.2,9.9,583,2.1,6
709,"New York City, USA",2022-01-30T13:00:00,23.5,13.4,3.1,40.76,0.0,0,0.0,7.33,9.8,281,1015.4,0.0,9.9,576,2.1,6
710,"New York City, USA",2022-01-30T14:00:00,24.7,15.3,2.5,37.8,0.0,0,0.0,7.31,9.0,278,1015.2,0.0,9.9,510,1.8,5
711,"New York City, USA",2022-01-30T15:00:00,24.9,14.2,3.2,38.54,0.0,0,0.0,7.29,11.4,275,1015.3,0.0,9.9,387,1.4,4
712,"New York City, USA",2022-01-30T16:00:00,26.1,17.2,3.6,37.45,0.0,0,0.0,7.27,8.6,279,1015.5,0.0,9.9,211,0.8,2
713,"New York City, USA",2022-01-30T17:00:00,23.8,14.1,4.7,43.26,0.0,0,0.0,7.25,9.2,240,1016.4,0.0,9.9,35,0.1,0
714,"New York City, USA",2022-01-30T18:00:00,23.5,15.7,3.8,42.08,0.0,0,0.0,7.23,6.5,250,1017.6,7.2,9.9,2,0.0,0
715,"New York City, USA",2022-01-30T19:00:00,23.5,14.3,4.1,42.68,0.0,0,0.0,7.21,8.4,255,1018.8,13.4,9.9,0,0.0,0
716,"New York City, USA",2022-01-30T20:00:00,24.4,16.6,3.8,40.58,0.0,0,0.0,7.19,6.7,238,1019.8,23.8,9.9,0,0.0,0
717,"New York City, USA",2022-01-30T21:00:00,23.5,16.3,5.9,46.17,0.0,0,0.0,7.17,5.9,280,1020.5,23.8,9.9,0,0.0,0
718,"New York City, USA",2022-01-30T22:00:00,23.8,15.6,6.4,46.82,0.0,0,0.0,7.15,7.0,310,1021.5,43.6,9.9,0,0.0,0
719,"New York City, USA",2022-01-30T23:00:00,23.5,16.3,4.7,43.75,0.0,0,0.0,7.13,5.9,293,1022.2,46.6,9.9,0,0.0,0
720,"New York City, USA",2022-01-31T00:00:00,23.5,17.6,4.1,42.68,0.0,0,0.0,7.11,4.6,315,1022.5,26.7,9.9,0,0.0,0
721,"New York City, USA",2022-01-31T01:00:00,23.5,16.3,4.1,42.68,0.0,0,0.0,7.09,5.8,360,1022.4,88.8,9.9,0,0.0,0
722,"New York City, USA",2022-01-31T02:00:00,22.5,22.5,4.1,44.68,0.0,0,0.0,7.07,1.3,4,1022.8,100.0,9.9,0,0.0,0
723,"New York City, USA",2022-01-31T03:00:00,22.5,22.5,3.2,42.73,0.0,0,0.0,7.05,1.3,8,1023.0,88.8,9.9,0,0.0,0
724,"New York City, USA",2022-01-31T04:00:00,21.8,21.8,3.8,45.29,0.0,0,0.0,7.03,1.3,360,1023.5,7.2,9.9,0,0.0,0
725,"New York City, USA",2022-01-31T05:00:00,21.5,16.8,4.5,47.24,0.0,0,0.0,7.01,3.4,20,1023.8,0.0,9.9,0,0.0,0
726,"New York City, USA",2022-01-31T06:00:00,20.9,13.5,4.1,47.65,0.0,0,0.0,6.99,5.5,33,1024.5,0.0,9.9,0,0.0,0
727,"New York City, USA",2022-01-31T07:00:00,22.1,16.7,4.0,45.07,0.0,0,0.0,6.97,4.0,55,1025.5,7.2,9.9,7,0.0,0
728,"New York City, USA",2022-01-31T08:00:00,22.5,22.5,7.2,51.44,0.0,0,0.0,6.95,1.6,19,1026.1,23.8,9.9,55,0.2,1
729,"New York City, USA",2022-01-31T09:00:00,24.8,17.9,6.6,45.26,0.0,0,0.0,1.54,5.8,53,1027.1,23.8,9.9,152,0.5,2
730,"New York City, USA",2022-01-31T10:00:00,26.1,19.3,8.4,46.56,0.0,0,0.0,1.53,5.8,75,1027.8,23.8,9.9,258,0.9,3
731,"New York City, USA",2022-01-31T11:00:00,27.0,22.3,8.6,45.38,0.0,0,0.0,1.53,4.0,60,1028.5,23.8,9.9,385,1.4,4
732,"New York City, USA",2022-01-31T12:00:00,28.8,21.7,6.9,39.0,0.0,0,0.0,1.53,6.9,40,1028.6,23.8,9.9,494,1.8,5
733,"New York City, USA",2022-01-31T13:00:00,30.3,24.2,8.9,39.96,0.0,0,0.0,1.52,6.1,37,1028.1,23.8,9.9,571,2.1,6
734,"New York City, USA",2022-01-31T14:00:00,29.7,29.7,9.3,41.82,0.0,0,0.0,1.52,1.9,23,1027.8,23.8,9.9,391,1.4,4
735,"New York City, USA",2022-01-31T15:00:00,29.9,22.8,9.0,40.85,0.0,0,0.0,1.51,7.2,62,1027.8,23.8,9.9,338,1.2,3
736,"New York City, USA",2022-01-31T16:00:00,29.9,24.7,8.7,40.41,0.0,0,0.0,1.51,4.9,60,1027.9,23.8,9.9,191,0.7,2
737,"New York City, USA",2022-01-31T17:00:00,28.1,21.7,6.7,39.63,0.0,0,0.0,1.5,5.9,67,1028.6,13.4,9.9,39,0.1,0
738,"New York City, USA",2022-01-31T18:00:00,27.3,20.7,5.2,38.37,0.0,0,0.0,1.5,5.9,50,1029.1,7.2,9.9,2,0.0,0
739,"New York City, USA",2022-01-31T19:00:00,27.3,19.6,6.9,41.49,0.0,0,0.0,1.49,7.2,53,1029.9,7.2,9.9,0,0.0,0
740,"New York City, USA",2022-01-31T20:00:00,26.6,18.6,9.8,48.46,0.0,0,0.0,1.49,7.5,50,1030.2,7.2,9.9,0,0.0,0
741,"New York City, USA",2022-01-31T21:00:00,26.9,20.8,9.8,47.98,0.0,0,0.0,1.49,5.3,50,1030.7,7.2,9.9,0,0.0,0
742,"New York City, USA",2022-01-31T22:00:00,27.0,19.5,11.3,51.07,0.0,0,0.0,1.48,6.9,65,1031.2,7.2,9.9,0,0.0,0
743,"New York City, USA",2022-01-31T23:00:00,25.1,25.1,11.5,55.86,0.0,0,0.0,1.48,1.6,27,1031.5,7.2,9.9,0,0.0,0
