,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
0,"New York City, USA",2022-01-01T00:00:00,51.2,51.2,47.0,85.69,0.0,0,0.0,0.0,5.6,160,1012.7,100.0,7.6,0,0.0,0
1,"New York City, USA",2022-01-01T01:00:00,51.2,51.2,47.0,85.69,0.0,0,0.0,0.0,1.9,69,1012.5,100.0,7.2,0,0.0,0
2,"New York City, USA",2022-01-01T02:00:00,51.2,51.2,47.7,87.84,0.0,0,0.0,0.0,0.0,0,1012.6,100.0,6.3,0,0.0,0
3,"New York City, USA",2022-01-01T03:00:00,51.2,51.2,47.0,85.69,0.0,0,0.0,0.0,5.0,137,1012.2,100.0,8.2,0,0.0,0
4,"New York City, USA",2022-01-01T04:00:00,50.2,50.2,47.8,91.36,0.0,0,0.0,0.0,5.3,152,1011.2,100.0,7.1,0,0.0,0
5,"New York City, USA",2022-01-01T05:00:00,50.0,50.0,47.9,92.62,0.0,0,0.0,0.0,1.6,65,1011.0,100.0,4.7,0,0.0,0
6,"New York City, USA",2022-01-01T06:00:00,51.2,51.2,48.6,90.85,0.0,0,0.0,0.0,5.3,155,1010.0,100.0,2.9,0,0.0,0
7,"New York City, USA",2022-01-01T07:00:00,51.2,51.2,48.8,91.67,0.004,100,0.0,0.0,1.6,69,1010.0,100.0,5.0,0,0.0,0
8,"New York City, USA",2022-01-01T08:00:00,50.3,50.3,48.6,93.82,0.035,100,0.0,0.0,5.8,140,1009.6,100.0,2.2,9,0.0,0
9,"New York City, USA",2022-01-01T09:00:00,52.1,52.1,49.7,91.52,0.037,100,0.0,0.0,6.2,168,1009.7,100.0,6.3,21,0.1,0
10,"New York City, USA",2022-01-01T10:00:00,53.1,53.1,50.9,92.14,0.014,100,0.0,0.0,5.8,220,1010.5,100.0,5.9,31,0.1,0
11,"New York City, USA",2022-01-01T11:00:00,54.0,54.0,51.8,92.43,0.009,100,0.0,0.0,5.4,210,1009.5,100.0,6.1,54,0.2,1
12,"New York City, USA",2022-01-01T12:00:00,54.3,54.3,51.8,91.39,0.004,100,0.0,0.0,6.6,245,1008.2,100.0,6.3,55,0.2,1
13,"New York City, USA",2022-01-01T13:00:00,54.5,54.5,52.8,93.91,0.017,100,0.0,0.0,5.0,220,1007.4,100.0,6.3,51,0.2,1
14,"New York City, USA",2022-01-01T14:00:00,54.5,54.5,53.3,95.68,0.0,0,0.0,0.0,0.0,0,1007.0,100.0,5.0,52,0.2,1
15,"New York City, USA",2022-01-01T15:00:00,55.6,55.6,52.8,90.27,0.0,0,0.0,0.0,1.3,69,1006.2,98.9,7.7,52,0.2,1
16,"New York City, USA",2022-01-01T16:00:00,56.3,56.3,53.5,90.3,0.0,0,0.0,0.0,1.9,299,1005.9,100.0,7.7,21,0.1,0
17,"New York City, USA",2022-01-01T17:00:00,56.0,56.0,52.8,88.91,0.0,0,0.0,0.0,0.9,69,1006.0,100.0,8.6,2,0.0,0
18,"New York City, USA",2022-01-01T18:00:00,54.3,54.3,52.6,93.9,0.018,100,0.0,0.0,1.3,34,1006.2,100.0,5.4,16,0.1,0
19,"New York City, USA",2022-01-01T19:00:00,53.7,53.7,52.2,94.7,0.046,100,0.0,0.0,2.5,19,1006.1,100.0,3.6,0,0.0,0
20,"New York City, USA",2022-01-01T20:00:00,52.8,52.8,51.2,94.26,0.057,100,0.0,0.0,5.0,89,1005.2,100.0,2.2,0,0.0,0
21,"New York City, USA",2022-01-01T21:00:00,52.6,52.6,51.0,94.26,0.056,100,0.0,0.0,4.6,53,1004.3,100.0,2.0,0,0.0,0
22,"New York City, USA",2022-01-01T22:00:00,52.8,52.8,51.5,95.35,0.147,100,0.0,0.0,8.1,40,1002.8,100.0,2.2,0,0.0,0
23,"New York City, USA",2022-01-01T23:00:00,52.6,52.6,51.2,95.1,0.283,100,0.0,0.0,6.2,70,1002.2,100.0,2.8,0,0.0,0
24,"New York City, USA",2022-01-02T00:00:00,51.5,51.5,50.3,95.62,0.052,100,0.0,0.0,8.6,65,1000.9,100.0,5.2,0,0.0,0
25,"New York City, USA",2022-01-02T01:00:00,51.5,51.5,50.3,95.62,0.02,100,0.0,0.0,8.1,85,1000.6,100.0,4.7,0,0.0,0
26,"New York City, USA",2022-01-02T02:00:00,51.2,51.2,50.1,95.86,0.0,0,0.0,0.0,2.5,0,1000.3,100.0,3.8,0,0.0,0
27,"New York City, USA",2022-01-02T03:00:00,51.5,51.5,50.1,94.77,0.0,0,0.0,0.0,6.2,340,1001.0,100.0,5.3,0,0.0,0
28,"New York City, USA",2022-01-02T04:00:00,52.1,52.1,50.9,95.61,0.0,0,0.0,0.0,1.9,345,1000.8,100.0,5.9,0,0.0,0
29,"New York City, USA",2022-01-02T05:00:00,52.3,52.3,51.2,95.78,0.0,0,0.0,0.0,1.4,343,1001.0,100.0,3.0,0,0.0,0
30,"New York City, USA",2022-01-02T06:00:00,51.8,51.8,50.3,94.51,0.02,100,0.0,0.0,1.9,349,1001.1,100.0,3.9,5,0.0,0
31,"New York City, USA",2022-01-02T07:00:00,52.2,52.2,50.9,95.02,0.0,0,0.0,0.0,4.0,255,1001.3,100.0,2.7,0,0.0,0
32,"New York City, USA",2022-01-02T08:00:00,52.1,52.1,50.9,95.61,0.0,0,0.0,0.0,0.0,0,1001.2,100.0,5.9,7,0.0,0
33,"New York City, USA",2022-01-02T09:00:00,53.3,53.3,51.8,94.68,0.0,0,0.0,0.0,1.9,299,1001.5,100.0,5.9,26,0.1,0
34,"New York City, USA",2022-01-02T10:00:00,54.0,54.0,52.0,92.9,0.0,0,0.0,0.0,7.2,194,1002.5,100.0,6.9,57,0.2,1
35,"New York City, USA",2022-01-02T11:00:00,54.0,54.0,51.8,92.43,0.0,0,0.0,0.0,9.2,245,1002.9,100.0,6.3,54,0.2,1
36,"New York City, USA",2022-01-02T12:00:00,55.1,55.1,51.8,88.62,0.0,0,0.0,0.0,9.5,230,1002.2,100.0,8.2,94,0.3,1
37,"New York City, USA",2022-01-02T13:00:00,57.2,57.2,51.8,82.31,0.0,0,0.0,0.0,10.1,243,1002.2,90.7,9.4,110,0.4,1
38,"New York City, USA",2022-01-02T14:00:00,58.5,58.5,50.9,75.81,0.0,0,0.0,0.0,9.5,285,1002.8,97.0,9.9,172,0.6,2
39,"New York City, USA",2022-01-02T15:00:00,54.8,54.8,47.7,76.83,0.0,0,0.0,0.0,8.5,357,1003.8,88.8,9.9,64,0.2,1
40,"New York City, USA",2022-01-02T16:00:00,52.6,52.6,46.2,79.0,0.0,0,0.0,0.0,1.9,19,1005.1,88.8,9.9,30,0.1,0
41,"New York City, USA",2022-01-02T17:00:00,51.2,51.2,43.8,75.83,0.0,0,0.0,0.0,9.6,308,1006.9,100.0,9.9,7,0.0,0
42,"New York City, USA",2022-01-02T18:00:00,48.8,44.2,38.5,67.69,0.0,0,0.0,0.0,11.0,310,1009.4,97.0,9.9,16,0.1,0
43,"New York City, USA",2022-01-02T19:00:00,46.4,41.3,35.3,65.18,0.0,0,0.0,0.0,10.6,320,1010.5,100.0,9.9,0,0.0,0
44,"New York City, USA",2022-01-02T20:00:00,40.5,32.7,29.5,64.72,0.0,0,0.0,0.0,14.2,305,1012.5,23.8,9.9,0,0.0,0
45,"New York City, USA",2022-01-02T21:00:00,38.5,32.3,28.4,66.64,0.0,0,0.0,0.0,8.9,320,1013.2,23.8,9.9,0,0.0,0
46,"New York City, USA",2022-01-02T22:00:00,38.5,33.0,28.1,65.98,0.0,0,0.0,0.0,7.7,340,1014.1,88.8,9.9,0,0.0,0
47,"New York City, USA",2022-01-02T23:00:00,38.5,34.3,27.8,65.0,0.0,0,0.0,0.0,5.5,360,1015.2,97.0,9.9,0,0.0,0
48,"New York City, USA",2022-01-03T00:00:00,37.9,31.8,26.9,64.28,0.0,0,0.0,0.0,8.4,316,1016.0,43.6,9.9,0,0.0,0
49,"New York City, USA",2022-01-03T01:00:00,37.6,31.3,25.6,61.52,0.0,0,0.0,0.0,8.7,306,1016.7,43.6,9.9,0,0.0,0
50,"New York City, USA",2022-01-03T02:00:00,36.5,31.3,25.3,63.57,0.0,0,0.0,0.0,6.5,288,1018.6,88.8,9.9,0,0.0,0
51,"New York City, USA",2022-01-03T03:00:00,36.3,28.4,24.2,61.13,0.0,0,0.0,0.0,11.4,10,1018.9,97.0,9.9,0,0.0,0
52,"New York City, USA",2022-01-03T04:00:00,34.3,24.4,21.3,58.65,0.0,0,0.0,0.0,15.6,27,1017.9,97.0,9.9,0,0.0,0
53,"New York City, USA",2022-01-03T05:00:00,33.4,26.7,20.4,58.59,0.0,0,0.0,0.0,7.8,25,1019.1,97.0,9.9,0,0.0,0
54,"New York City, USA",2022-01-03T06:00:00,32.5,23.7,20.4,60.66,0.0,0,0.0,0.0,11.4,10,1019.7,91.8,9.9,5,0.0,0
55,"New York City, USA",2022-01-03T07:00:00,31.5,21.0,19.4,60.53,0.0,0,0.0,0.0,14.7,7,1018.9,26.7,9.9,0,0.0,0
56,"New York City, USA",2022-01-03T08:00:00,31.1,22.1,13.5,47.57,0.0,0,0.0,0.0,11.2,10,1019.6,46.6,9.9,8,0.0,0
57,"New York City, USA",2022-01-03T09:00:00,30.2,18.8,7.3,37.57,0.0,0,0.0,0.0,16.1,10,1020.5,100.0,9.9,18,0.1,0
58,"New York City, USA",2022-01-03T10:00:00,30.2,20.2,9.3,41.01,0.0,0,0.0,0.0,12.7,25,1020.8,100.0,9.9,22,0.1,0
59,"New York City, USA",2022-01-03T11:00:00,29.3,21.2,10.8,45.5,0.0,0,0.0,0.0,8.5,360,1020.5,100.0,9.9,32,0.1,0
60,"New York City, USA",2022-01-03T12:00:00,29.3,21.2,9.6,43.11,0.0,0,0.0,0.0,8.5,10,1018.9,100.0,9.9,45,0.2,0
61,"New York City, USA",2022-01-03T13:00:00,29.3,19.7,7.6,39.4,0.0,0,0.0,0.0,11.2,20,1016.5,100.0,9.9,64,0.2,1
62,"New York City, USA",2022-01-03T14:00:00,28.6,17.8,10.4,45.88,0.0,0,0.0,0.0,13.6,7,1016.3,100.0,9.9,56,0.2,1
63,"New York City, USA",2022-01-03T15:00:00,27.5,17.6,11.8,51.16,0.0,0,0.0,0.0,11.0,17,1017.2,91.8,9.9,30,0.1,0
64,"New York City, USA",2022-01-03T16:00:00,27.5,16.5,10.6,48.53,0.0,0,0.0,0.0,13.3,343,1017.5,45.5,9.9,16,0.1,0
65,"New York City, USA",2022-01-03T17:00:00,27.5,15.4,6.8,40.93,0.0,0,0.0,0.0,16.2,5,1018.0,60.4,9.9,6,0.0,0
66,"New York City, USA",2022-01-03T18:00:00,27.3,17.2,3.9,36.12,0.0,0,0.0,0.0,11.3,350,1019.3,23.8,9.9,13,0.0,0
67,"New York City, USA",2022-01-03T19:00:00,26.6,16.7,4.0,37.37,0.0,0,0.0,0.0,10.7,333,1020.7,23.8,9.9,0,0.0,0
68,"New York City, USA",2022-01-03T20:00:00,25.6,16.7,3.5,38.04,0.0,0,0.0,0.0,8.5,360,1021.8,23.8,9.9,0,0.0,0
69,"New York City, USA",2022-01-03T21:00:00,24.7,12.7,6.7,45.71,0.0,0,0.0,0.0,13.9,350,1022.6,13.4,9.9,0,0.0,0
70,"New York City, USA",2022-01-03T22:00:00,24.7,14.9,9.8,52.53,0.0,0,0.0,0.0,9.6,345,1023.1,7.2,9.9,0,0.0,0
71,"New York City, USA",2022-01-03T23:00:00,23.5,12.5,10.6,57.2,0.0,0,0.0,0.0,11.3,347,1023.4,0.0,9.9,0,0.0,0
72,"New York City, USA",2022-01-04T00:00:00,22.7,13.7,11.5,61.69,0.0,0,0.0,0.0,7.7,340,1024.1,0.0,9.9,0,0.0,0
73,"New York City, USA",2022-01-04T01:00:00,22.5,12.1,10.6,59.88,0.0,0,0.0,0.0,9.6,315,1024.7,0.0,9.9,0,0.0,0
74,"New York City, USA",2022-01-04T02:00:00,21.5,11.8,6.6,52.1,0.0,0,0.0,0.0,8.3,301,1025.8,0.0,9.9,0,0.0,0
75,"New York City, USA",2022-01-04T03:00:00,20.8,9.4,6.1,52.25,0.0,0,0.0,0.0,10.7,305,1026.5,0.0,9.9,0,0.0,0
76,"New York City, USA",2022-01-04T04:00:00,20.5,8.7,6.7,54.47,0.0,0,0.0,0.0,11.2,300,1027.8,0.0,9.9,0,0.0,0
77,"New York City, USA",2022-01-04T05:00:00,20.5,8.1,5.8,52.36,0.0,0,0.0,0.0,12.4,310,1027.9,0.0,9.9,0,0.0,0
78,"New York City, USA",2022-01-04T06:00:00,19.6,7.6,7.3,58.32,0.0,0,0.0,0.0,11.2,303,1028.7,0.0,9.9,0,0.0,0
79,"New York City, USA",2022-01-04T07:00:00,19.6,7.0,6.7,56.6,0.0,0,0.0,0.0,12.4,298,1029.5,0.0,9.9,1,0.0,0
80,"New York City, USA",2022-01-04T08:00:00,19.9,9.2,8.1,59.68,0.0,0,0.0,0.0,9.2,360,1030.3,0.0,9.9,5,0.0,0
81,"New York City, USA",2022-01-04T09:00:00,20.8,15.1,7.3,55.39,0.0,0,0.0,0.0,4.0,291,1030.6,7.2,9.9,128,0.5,1
82,"New York City, USA",2022-01-04T10:00:00,23.0,17.2,8.3,52.88,0.0,0,0.0,0.0,4.3,270,1030.8,7.2,9.9,262,0.9,3
83,"New York City, USA",2022-01-04T11:00:00,27.5,27.5,8.3,43.75,0.0,0,0.0,0.0,0.0,0,1030.5,7.2,9.9,442,1.6,4
84,"New York City, USA",2022-01-04T12:00:00,30.5,30.5,8.5,39.04,0.0,0,0.0,0.0,2.5,319,1029.3,7.2,9.9,487,1.8,5
85,"New York City, USA",2022-01-04T13:00:00,31.5,27.1,11.0,42.09,0.0,0,0.0,0.0,4.3,270,1028.2,7.2,9.9,478,1.7,5
86,"New York City, USA",2022-01-04T14:00:00,32.8,28.7,11.9,41.48,0.0,0,0.0,0.0,4.3,330,1027.9,13.4,9.9,345,1.2,3
87,"New York City, USA",2022-01-04T15:00:00,33.4,28.0,11.4,39.64,0.0,0,0.0,0.0,5.9,200,1028.0,13.4,9.9,265,1.0,3
88,"New York City, USA",2022-01-04T16:00:00,34.3,28.2,11.9,39.02,0.0,0,0.0,0.0,7.2,239,1028.0,23.8,9.9,114,0.4,1
89,"New York City, USA",2022-01-04T17:00:00,33.4,27.0,11.7,40.06,0.0,0,0.0,0.0,7.2,239,1028.1,23.8,9.9,12,0.0,0
90,"New York City, USA",2022-01-04T18:00:00,33.4,29.1,12.8,42.13,0.0,0,0.0,0.0,4.6,234,1028.0,23.8,9.9,16,0.1,0
91,"New York City, USA",2022-01-04T19:00:00,33.4,27.8,12.8,42.13,0.0,0,0.0,0.0,6.1,210,1027.9,23.8,9.9,0,0.0,0
92,"New York City, USA",2022-01-04T20:00:00,33.4,26.4,12.8,42.13,0.0,0,0.0,0.0,8.4,229,1027.9,23.8,9.9,0,0.0,0
93,"New York City, USA",2022-01-04T21:00:00,33.4,27.2,15.2,46.68,0.0,0,0.0,0.0,7.0,200,1027.2,23.8,9.9,0,0.0,0
94,"New York City, USA",2022-01-04T22:00:00,32.3,26.5,16.1,50.75,0.0,0,0.0,0.0,6.1,210,1026.8,23.8,9.9,0,0.0,0
95,"New York City, USA",2022-01-04T23:00:00,32.3,32.3,17.1,53.01,0.0,0,0.0,0.0,2.2,299,1026.3,13.4,9.9,0,0.0,0
96,"New York City, USA",2022-01-05T00:00:00,31.1,25.3,18.0,57.75,0.0,0,0.0,0.0,5.9,185,1025.6,13.4,9.9,0,0.0,0
97,"New York City, USA",2022-01-05T01:00:00,32.0,26.8,17.3,54.25,0.0,0,0.0,0.0,5.3,210,1024.6,13.4,9.9,0,0.0,0
98,"New York City, USA",2022-01-05T02:00:00,32.9,29.0,15.4,48.24,0.0,0,0.0,0.0,4.0,210,1023.8,23.8,9.9,0,0.0,0
99,"New York City, USA",2022-01-05T03:00:00,33.2,28.2,21.6,62.09,0.0,0,0.0,0.0,5.3,225,1023.0,23.8,9.9,0,0.0,0
100,"New York City, USA",2022-01-05T04:00:00,33.4,29.4,23.0,65.21,0.0,0,0.0,0.0,4.3,259,1021.9,100.0,9.9,0,0.0,0
101,"New York City, USA",2022-01-05T05:00:00,33.4,28.6,24.2,68.53,0.0,0,0.0,0.0,5.2,239,1020.5,100.0,9.9,0,0.0,0
102,"New York City, USA",2022-01-05T06:00:00,33.7,29.7,27.5,77.77,0.012,100,0.0,0.0,4.3,262,1019.4,100.0,7.3,0,0.0,0
103,"New York City, USA",2022-01-05T07:00:00,33.7,33.7,29.0,82.87,0.022,100,0.0,0.0,0.9,0,1018.1,100.0,8.1,0,0.0,0
104,"New York City, USA",2022-01-05T08:00:00,35.7,35.7,32.9,89.54,0.023,100,0.0,0.0,1.9,90,1017.1,100.0,3.0,15,0.1,0
105,"New York City, USA",2022-01-05T09:00:00,37.4,37.4,35.5,92.76,0.019,100,0.0,0.0,1.9,65,1015.8,100.0,2.7,35,0.1,0
106,"New York City, USA",2022-01-05T10:00:00,38.3,32.1,35.7,90.5,0.014,100,0.0,0.0,8.7,232,1015.4,100.0,6.2,46,0.2,0
107,"New York City, USA",2022-01-05T11:00:00,39.5,34.7,36.0,87.15,0.06,100,0.0,0.0,6.6,220,1014.4,100.0,4.1,47,0.2,0
108,"New York City, USA",2022-01-05T12:00:00,40.5,35.0,37.1,87.82,0.058,100,0.0,0.0,8.4,225,1012.5,100.0,4.1,57,0.2,1
109,"New York City, USA",2022-01-05T13:00:00,43.3,36.8,39.6,86.53,0.019,100,0.0,0.0,12.8,190,1010.6,100.0,9.1,109,0.4,1
110,"New York City, USA",2022-01-05T14:00:00,45.0,42.0,40.7,84.79,0.0,0,0.0,0.0,5.5,190,1009.3,100.0,9.1,110,0.4,1
111,"New York City, USA",2022-01-05T15:00:00,46.1,43.1,41.0,82.14,0.0,0,0.0,0.0,5.9,200,1008.4,91.8,9.1,94,0.3,1
112,"New York City, USA",2022-01-05T16:00:00,46.4,43.0,41.3,82.4,0.0,0,0.0,0.0,6.6,205,1008.4,91.8,9.1,35,0.1,0
113,"New York City, USA",2022-01-05T17:00:00,46.6,44.9,41.0,80.66,0.0,0,0.0,0.0,4.0,200,1007.9,88.8,9.9,11,0.0,0
114,"New York City, USA",2022-01-05T18:00:00,46.4,41.7,40.1,78.77,0.0,0,0.0,0.0,9.5,222,1006.9,23.8,9.9,15,0.1,0
115,"New York City, USA",2022-01-05T19:00:00,46.4,42.7,39.6,77.1,0.0,0,0.0,0.0,7.2,237,1006.7,43.6,9.9,0,0.0,0
116,"New York City, USA",2022-01-05T20:00:00,44.6,40.0,38.3,78.25,0.0,0,0.0,0.0,8.6,227,1007.1,23.8,9.9,0,0.0,0
117,"New York City, USA",2022-01-05T21:00:00,44.3,40.2,37.8,77.69,0.0,0,0.0,0.0,7.3,240,1006.7,23.8,9.9,0,0.0,0
118,"New York City, USA",2022-01-05T22:00:00,42.7,37.7,36.0,77.01,0.0,0,0.0,0.0,8.4,245,1006.1,23.8,9.9,0,0.0,0
119,"New York City, USA",2022-01-05T23:00:00,42.4,37.9,35.7,77.07,0.0,0,0.0,0.0,7.2,237,1005.5,26.7,9.9,0,0.0,0
120,"New York City, USA",2022-01-06T00:00:00,41.3,35.3,34.8,77.52,0.0,0,0.0,0.0,10.0,245,1005.4,26.7,9.9,0,0.0,0
121,"New York City, USA",2022-01-06T01:00:00,40.5,36.2,34.1,77.79,0.0,0,0.0,0.0,6.1,230,1005.1,26.7,9.9,0,0.0,0
122,"New York City, USA",2022-01-06T02:00:00,40.7,36.5,33.8,76.33,0.0,0,0.0,0.0,6.2,270,1006.1,23.8,9.9,0,0.0,0
123,"New York City, USA",2022-01-06T03:00:00,39.8,36.3,32.9,76.01,0.0,0,0.0,0.0,4.9,300,1006.3,13.4,9.9,0,0.0,0
124,"New York City, USA",2022-01-06T04:00:00,39.8,33.9,30.8,70.06,0.0,0,0.0,0.0,9.0,290,1006.9,13.4,9.9,0,0.0,0
125,"New York City, USA",2022-01-06T05:00:00,39.5,33.7,29.0,65.92,0.0,0,0.0,0.0,8.5,285,1007.7,13.4,9.9,0,0.0,0
126,"New York City, USA",2022-01-06T06:00:00,39.5,32.1,28.1,63.53,0.0,0,0.0,0.0,12.4,283,1009.0,13.4,9.9,0,0.0,0
127,"New York City, USA",2022-01-06T07:00:00,38.5,31.0,22.1,51.43,0.0,0,0.0,0.0,11.8,283,1009.8,13.4,9.9,1,0.0,0
128,"New York City, USA",2022-01-06T08:00:00,37.6,29.4,18.8,46.27,0.0,0,0.0,0.0,13.3,277,1010.3,23.8,9.9,15,0.1,0
129,"New York City, USA",2022-01-06T09:00:00,37.4,30.0,17.7,44.58,0.0,0,0.22,0.22,10.9,277,1011.9,23.8,9.9,72,0.3,1
130,"New York City, USA",2022-01-06T10:00:00,37.4,29.5,16.3,41.97,0.0,0,0.22,0.44,12.1,275,1012.8,23.8,9.9,127,0.5,1
131,"New York City, USA",2022-01-06T11:00:00,37.4,30.4,14.0,37.88,0.0,0,0.22,0.66,9.9,270,1013.2,23.8,9.9,172,0.6,2
132,"New York City, USA",2022-01-06T12:00:00,37.6,31.0,14.0,37.52,0.0,0,0.22,0.88,9.4,270,1012.8,26.7,9.9,206,0.7,2
133,"New York City, USA",2022-01-06T13:00:00,37.6,30.7,12.8,35.67,0.0,0,0.22,1.1,9.9,280,1012.8,26.7,9.9,352,1.3,4
134,"New York City, USA",2022-01-06T14:00:00,37.6,31.2,13.1,36.16,0.0,0,0.22,1.32,9.0,266,1012.7,13.4,9.9,307,1.1,3
135,"New York City, USA",2022-01-06T15:00:00,38.3,33.4,12.8,34.76,0.0,0,0.22,1.54,6.5,300,1012.9,23.8,9.9,201,0.7,2
136,"New York City, USA",2022-01-06T16:00:00,37.6,37.6,13.4,36.63,0.0,0,0.22,1.76,0.9,345,1012.8,23.8,9.9,109,0.4,1
137,"New York City, USA",2022-01-06T17:00:00,36.5,36.5,15.2,41.25,0.0,0,0.22,1.98,2.8,337,1013.8,23.8,9.9,14,0.1,0
138,"New York City, USA",2022-01-06T18:00:00,36.5,29.7,15.4,41.68,0.0,0,0.22,2.2,9.3,288,1014.5,23.8,9.9,22,0.1,0
139,"New York City, USA",2022-01-06T19:00:00,35.6,32.3,15.2,42.74,0.0,0,0.22,2.42,4.0,340,1015.0,23.8,9.9,0,0.0,0
140,"New York City, USA",2022-01-06T20:00:00,35.3,35.3,13.1,39.59,0.0,0,0.22,2.63,1.3,4,1014.4,23.8,9.9,0,0.0,0
141,"New York City, USA",2022-01-06T21:00:00,35.3,30.1,14.0,41.08,0.0,0,0.22,2.85,6.1,28,1012.9,100.0,9.9,0,0.0,0
142,"New York City, USA",2022-01-06T22:00:00,35.3,30.1,14.9,42.67,0.0,0,0.22,3.07,6.1,43,1013.4,100.0,9.9,0,0.0,0
143,"New York City, USA",2022-01-06T23:00:00,35.3,30.1,16.1,44.99,0.0,0,0.22,3.29,6.1,40,1013.2,100.0,9.9,0,0.0,0
144,"New York City, USA",2022-01-07T00:00:00,34.6,28.3,16.1,46.33,0.0,0,0.22,3.51,7.5,20,1012.2,100.0,9.9,0,0.0,0
145,"New York City, USA",2022-01-07T01:00:00,30.8,20.1,22.4,70.8,0.0,0,0.22,3.73,14.9,10,1009.1,100.0,9.9,0,0.0,0
146,"New York City, USA",2022-01-07T02:00:00,30.5,23.3,24.5,78.24,0.001,100,0.22,3.95,7.5,25,1009.6,100.0,1.9,0,0.0,0
147,"New York City, USA",2022-01-07T03:00:00,29.5,19.9,26.1,86.84,0.029,100,0.22,4.17,11.4,60,1008.5,100.0,0.2,0,0.0,0
148,"New York City, USA",2022-01-07T04:00:00,29.5,20.4,27.0,90.13,0.101,100,0.22,4.39,10.4,45,1006.9,100.0,0.2,0,0.0,0
149,"New York City, USA",2022-01-07T05:00:00,29.3,29.3,27.0,91.02,0.072,100,0.22,4.61,2.8,356,1007.3,100.0,0.6,0,0.0,0
150,"New York City, USA",2022-01-07T06:00:00,28.6,22.3,26.7,92.58,0.068,100,0.22,4.83,5.9,350,1007.8,100.0,0.2,0,0.0,0
151,"New York City, USA",2022-01-07T07:00:00,28.6,20.2,26.1,90.09,0.069,100,0.22,5.05,8.8,330,1008.0,100.0,0.2,5,0.0,0
152,"New York City, USA",2022-01-07T08:00:00,28.6,20.7,26.1,90.09,0.022,100,0.22,5.27,8.0,320,1008.6,100.0,0.8,9,0.0,0
153,"New York City, USA",2022-01-07T09:00:00,28.6,19.0,25.1,86.41,0.005,100,0.0,5.2,11.0,305,1009.2,100.0,1.2,21,0.1,0
154,"New York City, USA",2022-01-07T10:00:00,29.5,20.4,24.2,80.22,0.0,0,0.0,5.14,10.4,298,1009.5,88.8,4.9,81,0.3,1
155,"New York City, USA",2022-01-07T11:00:00,31.7,21.8,23.3,70.8,0.0,0,0.0,5.07,13.4,295,1009.9,88.8,5.4,545,2.0,5
156,"New York City, USA",2022-01-07T12:00:00,33.9,24.4,20.5,57.56,0.0,0,0.0,5.01,13.9,310,1009.2,43.6,6.3,525,1.9,5
157,"New York City, USA",2022-01-07T13:00:00,33.7,24.3,18.5,53.39,0.0,0,0.0,4.94,13.5,298,1009.7,97.0,9.0,212,0.8,2
158,"New York City, USA",2022-01-07T14:00:00,33.1,23.9,18.6,54.88,0.0,0,0.0,4.88,12.5,300,1009.9,88.8,9.9,139,0.5,1
159,"New York City, USA",2022-01-07T15:00:00,33.4,23.8,15.4,47.17,0.0,0,0.0,4.81,13.9,295,1011.2,97.0,9.9,253,0.9,3
160,"New York City, USA",2022-01-07T16:00:00,33.7,23.9,14.3,44.46,0.0,0,0.0,4.75,14.5,293,1012.7,88.8,9.9,69,0.2,1
161,"New York City, USA",2022-01-07T17:00:00,31.5,21.1,14.3,48.62,0.0,0,0.0,4.68,14.5,293,1014.4,13.4,9.9,11,0.0,0
162,"New York City, USA",2022-01-07T18:00:00,30.5,20.7,17.1,57.06,0.0,0,0.0,4.62,12.4,285,1016.3,88.8,9.9,24,0.1,0
163,"New York City, USA",2022-01-07T19:00:00,29.5,19.6,11.8,47.17,0.0,0,0.0,4.55,12.1,303,1017.7,13.4,9.9,0,0.0,0
164,"New York City, USA",2022-01-07T20:00:00,28.6,18.2,11.9,49.17,0.0,0,0.0,4.49,12.8,290,1019.0,7.2,9.9,0,0.0,0
165,"New York City, USA",2022-01-07T21:00:00,27.5,16.9,11.3,49.93,0.0,0,0.0,4.42,12.6,285,1020.0,7.2,9.9,0,0.0,0
166,"New York City, USA",2022-01-07T22:00:00,26.9,16.3,10.6,49.82,0.0,0,0.0,4.36,12.0,288,1020.7,7.2,9.9,0,0.0,0
167,"New York City, USA",2022-01-07T23:00:00,26.6,15.8,10.1,49.25,0.0,0,0.0,4.29,12.4,285,1021.8,7.2,9.9,0,0.0,0
168,"New York City, USA",2022-01-08T00:00:00,26.6,15.7,10.4,49.78,0.0,0,0.0,4.23,12.7,300,1022.9,88.8,9.9,0,0.0,0
169,"New York City, USA",2022-01-08T01:00:00,24.9,13.6,8.6,49.41,0.0,0,0.0,4.16,12.6,307,1023.5,7.2,9.9,0,0.0,0
170,"New York City, USA",2022-01-08T02:00:00,24.7,13.3,8.3,49.22,0.0,0,0.0,4.09,12.6,287,1025.2,7.2,9.9,0,0.0,0
171,"New York City, USA",2022-01-08T03:00:00,23.8,11.1,7.9,50.06,0.0,0,0.0,4.03,14.9,303,1026.3,7.2,9.9,0,0.0,0
172,"New York City, USA",2022-01-08T04:00:00,22.7,11.7,7.9,52.46,0.0,0,0.0,3.96,10.8,305,1027.7,7.2,9.9,0,0.0,0
